A:29200, W:730, H:40
A:456816, W:921, H:496
A:197639, W:661, H:299
A:20188, W:412, H:49
A:648396, W:996, H:651
A:63428, W:404, H:157
A:248255, W:865, H:287
A:110980, W:716, H:155
A:308672, W:832, H:371
A:347004, W:486, H:714
A:227959, W:887, H:257
A:133920, W:248, H:540
A:445136, W:647, H:688
A:4096, W:16, H:256
A:705599, W:839, H:841
A:22040, W:76, H:290
A:443940, W:453, H:980
A:117078, W:237, H:494
A:34965, W:999, H:35
A:348289, W:437, H:797
A:357213, W:713, H:501
A:46410, W:390, H:119
A:125442, W:303, H:414
A:411946, W:733, H:562
A:27144, W:78, H:348
A:823735, W:935, H:881
A:23430, W:110, H:213
A:782218, W:842, H:929
A:286798, W:386, H:743
A:879000, W:879, H:1000
A:792051, W:883, H:897
A:360490, W:767, H:470
A:61776, W:594, H:104
A:53508, W:196, H:273
A:817964, W:917, H:892
A:737635, W:977, H:755
A:389052, W:428, H:909
A:223500, W:500, H:447
A:297600, W:372, H:800
A:100308, W:643, H:156
A:132834, W:507, H:262
A:726645, W:965, H:753
A:81294, W:797, H:102
A:625374, W:939, H:666
A:471823, W:727, H:649
A:68364, W:422, H:162
A:53766, W:522, H:103
A:186148, W:538, H:346
A:508810, W:730, H:697
A:2592, W:4, H:648
A:101048, W:136, H:743
A:37400, W:200, H:187
A:360340, W:860, H:419
A:149002, W:367, H:406
A:76875, W:375, H:205
A:745954, W:902, H:827
A:621888, W:984, H:632
A:27028, W:58, H:466
A:26460, W:189, H:140
A:141550, W:475, H:298
A:443929, W:797, H:557
A:664074, W:934, H:711
A:82956, W:892, H:93
A:149280, W:160, H:933
A:10868, W:286, H:38
A:253980, W:415, H:612
A:291150, W:647, H:450
A:232100, W:275, H:844
A:58805, W:619, H:95
A:839666, W:934, H:899
A:232949, W:281, H:829
A:321555, W:663, H:485
A:36477, W:189, H:193
A:495, W:5, H:99
A:37609, W:263, H:143
A:174174, W:546, H:319
A:55650, W:150, H:371
A:62484, W:246, H:254
A:685152, W:864, H:793
A:321186, W:398, H:807
A:230850, W:270, H:855
A:7280, W:260, H:28
A:9660, W:644, H:15
A:206231, W:761, H:271
A:115951, W:127, H:913
A:118575, W:153, H:775
A:61936, W:98, H:632
A:3612, W:6, H:602
A:98310, W:226, H:435
A:62859, W:911, H:69
A:283495, W:961, H:295
A:522585, W:945, H:553
A:408480, W:920, H:444
A:556416, W:966, H:576
A:46320, W:48, H:965
A:332028, W:414, H:802
A:262440, W:810, H:324
A:25012, W:148, H:169
A:96033, W:357, H:269
A:13265, W:379, H:35
A:387345, W:465, H:833
A:128464, W:592, H:217
A:231420, W:570, H:406
A:632475, W:937, H:675
A:417107, W:551, H:757
A:480690, W:654, H:735
A:617695, W:731, H:845
A:70110, W:855, H:82
A:342104, W:596, H:574
A:28971, W:87, H:333
A:407744, W:554, H:736
A:19341, W:63, H:307
A:771714, W:922, H:837
A:945106, W:998, H:947
A:192720, W:220, H:876
A:227448, W:312, H:729
A:412335, W:833, H:495
A:101016, W:828, H:122
A:346423, W:409, H:847
A:59888, W:394, H:152
A:1428, W:204, H:7
A:169736, W:196, H:866
A:98825, W:295, H:335
A:221075, W:925, H:239
A:250516, W:322, H:778
A:42336, W:72, H:588
A:122430, W:231, H:530
A:56810, W:130, H:437
A:1482, W:741, H:2
A:363690, W:810, H:449
A:309485, W:935, H:331
A:88440, W:440, H:201
A:455677, W:551, H:827
A:252324, W:516, H:489
A:246376, W:598, H:412
A:26880, W:240, H:112
A:486640, W:880, H:553
A:23165, W:41, H:565
A:332898, W:339, H:982
A:282123, W:729, H:387
A:46200, W:825, H:56
A:10718, W:233, H:46
A:390917, W:431, H:907
A:680980, W:790, H:862
A:635927, W:989, H:643
A:229235, W:361, H:635
A:167736, W:174, H:964
A:24030, W:267, H:90
A:191052, W:522, H:366
A:598416, W:624, H:959
A:62881, W:91, H:691
A:13668, W:268, H:51
A:580500, W:860, H:675
A:500379, W:771, H:649
A:518395, W:521, H:995
A:342439, W:773, H:443
A:43610, W:490, H:89
A:348468, W:426, H:818
A:342702, W:474, H:723
A:334642, W:451, H:742
A:71808, W:272, H:264
A:645750, W:738, H:875
A:80730, W:115, H:702
A:45720, W:762, H:60
A:286738, W:307, H:934
A:104052, W:897, H:116
A:116964, W:342, H:342
A:242292, W:732, H:331
A:50960, W:80, H:637
A:170660, W:212, H:805
A:383060, W:535, H:716
A:422506, W:721, H:586
A:399378, W:518, H:771
A:22100, W:52, H:425
A:633366, W:951, H:666
A:385446, W:681, H:566
A:10527, W:87, H:121
A:99702, W:573, H:174
A:133285, W:437, H:305
A:656820, W:820, H:801
A:1850, W:50, H:37
A:65570, W:158, H:415
A:193128, W:312, H:619
A:21634, W:746, H:29
A:125856, W:828, H:152
A:207064, W:572, H:362
A:238802, W:278, H:859
A:445018, W:931, H:478
A:748240, W:995, H:752
A:15930, W:590, H:27
A:10176, W:424, H:24
A:302870, W:977, H:310
A:683910, W:745, H:918
A:549678, W:578, H:951
A:287255, W:787, H:365
A:128790, W:265, H:486
A:88711, W:551, H:161
A:6671, W:7, H:953
A:52896, W:696, H:76
A:47880, W:190, H:252
A:142496, W:976, H:146
A:53560, W:65, H:824
A:612390, W:685, H:894
A:317275, W:925, H:343
A:35964, W:666, H:54
A:42575, W:65, H:655
A:432615, W:955, H:453
A:156210, W:762, H:205
A:8640, W:216, H:40
A:2600, W:10, H:260
A:46354, W:86, H:539
A:51004, W:82, H:622
A:301608, W:426, H:708
A:125, W:125, H:1
A:26720, W:160, H:167
A:528938, W:799, H:662
A:625716, W:819, H:764
A:256398, W:453, H:566
A:54306, W:126, H:431
A:90090, W:455, H:198
A:47430, W:90, H:527
A:12540, W:44, H:285
A:312225, W:345, H:905
A:17072, W:388, H:44
A:137706, W:354, H:389
A:299700, W:900, H:333
A:136974, W:222, H:617
A:469476, W:486, H:966
A:784116, W:947, H:828
A:470808, W:503, H:936
A:70180, W:638, H:110
A:317703, W:773, H:411
A:172490, W:470, H:367
A:128312, W:344, H:373
A:33699, W:239, H:141
A:516477, W:663, H:779
A:813293, W:949, H:857
A:311762, W:407, H:766
A:147108, W:897, H:164
A:118864, W:136, H:874
A:4144, W:296, H:14
A:454779, W:897, H:507
A:562784, W:818, H:688
A:243773, W:317, H:769
A:449955, W:505, H:891
A:572742, W:677, H:846
A:27720, W:35, H:792
A:162240, W:240, H:676
A:692121, W:697, H:993
A:52320, W:120, H:436
A:59968, W:937, H:64
A:12963, W:87, H:149
A:455830, W:577, H:790
A:202756, W:346, H:586
A:543390, W:885, H:614
A:525816, W:981, H:536
A:438504, W:906, H:484
A:192570, W:655, H:294
A:339680, W:772, H:440
A:735723, W:879, H:837
A:72688, W:77, H:944
A:370174, W:959, H:386
A:49011, W:527, H:93
A:10625, W:25, H:425
A:126480, W:620, H:204
A:392780, W:479, H:820
A:177620, W:332, H:535
A:2790, W:30, H:93
A:670355, W:895, H:749
A:338640, W:830, H:408
A:401672, W:851, H:472
A:487103, W:827, H:589
A:14760, W:328, H:45
A:317720, W:376, H:845
A:372724, W:946, H:394
A:1274, W:637, H:2
A:10013, W:527, H:19
A:513464, W:742, H:692
A:390530, W:490, H:797
A:239775, W:575, H:417
A:880762, W:943, H:934
A:327420, W:428, H:765
A:70720, W:272, H:260
A:121458, W:653, H:186
A:790234, W:943, H:838
A:339898, W:442, H:769
A:24320, W:76, H:320
A:669990, W:971, H:690
A:21190, W:130, H:163
A:631596, W:876, H:721
A:429300, W:477, H:900
A:575055, W:983, H:585
A:220948, W:607, H:364
A:2490, W:498, H:5
A:81216, W:108, H:752
A:123370, W:338, H:365
A:229858, W:562, H:409
A:287264, W:752, H:382
A:3864, W:644, H:6
A:270063, W:811, H:333
A:592537, W:649, H:913
A:90678, W:238, H:381
A:219776, W:808, H:272
A:202100, W:940, H:215
A:520555, W:695, H:749
A:53361, W:441, H:121
A:634440, W:933, H:680
A:6, W:3, H:2
A:90767, W:653, H:139
A:144525, W:705, H:205
A:145464, W:228, H:638
A:325784, W:386, H:844
A:100016, W:188, H:532
A:228278, W:314, H:727
A:75858, W:538, H:141
A:511704, W:824, H:621
A:145672, W:524, H:278
A:736857, W:891, H:827
A:643994, W:799, H:806
A:64746, W:654, H:99
A:44736, W:64, H:699
A:487230, W:745, H:654
A:676200, W:690, H:980
A:806844, W:947, H:852
A:95040, W:120, H:792
A:240471, W:693, H:347
A:543165, W:739, H:735
A:186904, W:488, H:383
A:373892, W:886, H:422
A:278690, W:290, H:961
A:30264, W:312, H:97
A:189135, W:405, H:467
A:504845, W:737, H:685
A:83952, W:848, H:99
A:71980, W:305, H:236
A:559180, W:730, H:766
A:58740, W:165, H:356
A:559300, W:700, H:799
A:135432, W:324, H:418
A:33664, W:526, H:64
A:535275, W:585, H:915
A:286920, W:797, H:360
A:102555, W:265, H:387
A:263375, W:875, H:301
A:331256, W:376, H:881
A:412064, W:632, H:652
A:267565, W:295, H:907
A:521280, W:960, H:543
A:35670, W:41, H:870
A:242190, W:405, H:598
A:40205, W:85, H:473
A:207407, W:479, H:433
A:58092, W:206, H:282
A:816192, W:832, H:981
A:892978, W:914, H:977
A:497116, W:844, H:589
A:238560, W:280, H:852
A:49795, W:433, H:115
A:89308, W:166, H:538
A:82388, W:172, H:479
A:958152, W:962, H:996
A:289075, W:373, H:775
A:533919, W:551, H:969
A:258024, W:827, H:312
A:1241, W:73, H:17
A:59004, W:99, H:596
A:49692, W:101, H:492
A:284580, W:837, H:340
A:89460, W:355, H:252
A:663208, W:911, H:728
A:18000, W:45, H:400
A:609336, W:702, H:868
A:304095, W:485, H:627
A:80458, W:98, H:821
A:518632, W:538, H:964
A:480810, W:930, H:517
A:171773, W:371, H:463
A:303040, W:320, H:947
A:87980, W:415, H:212
A:133650, W:270, H:495
A:627624, W:828, H:758
A:167860, W:545, H:308
A:709865, W:815, H:871
A:384060, W:740, H:519
A:177870, W:363, H:490
A:538200, W:552, H:975
A:84525, W:805, H:105
A:536095, W:595, H:901
A:14464, W:904, H:16
A:454274, W:527, H:862
A:204952, W:748, H:274
A:215118, W:629, H:342
A:12954, W:381, H:34
A:171327, W:897, H:191
A:180069, W:193, H:933
A:429336, W:712, H:603
A:88430, W:185, H:478
A:125993, W:439, H:287
A:12427, W:731, H:17
A:372240, W:517, H:720
A:247648, W:568, H:436
A:763944, W:916, H:834
A:24990, W:714, H:35
A:292932, W:412, H:711
A:583392, W:824, H:708
A:475165, W:841, H:565
A:161330, W:365, H:442
A:819135, W:981, H:835
A:255310, W:422, H:605
A:172, W:1, H:172
A:118422, W:459, H:258
A:515333, W:809, H:637
A:285897, W:607, H:471
A:11844, W:21, H:564
A:316374, W:787, H:402
A:17030, W:655, H:26
A:716160, W:960, H:746
A:137934, W:474, H:291
A:320712, W:332, H:966
A:30870, W:735, H:42
A:59643, W:423, H:141
A:328748, W:398, H:826
A:224020, W:230, H:974
A:538905, W:555, H:971
A:2679, W:47, H:57
A:137566, W:143, H:962
A:203352, W:222, H:916
A:326308, W:841, H:388
A:4085, W:215, H:19
A:299376, W:308, H:972
A:120460, W:190, H:634
A:2625, W:875, H:3
A:220500, W:420, H:525
A:348390, W:474, H:735
A:20580, W:490, H:42
A:426384, W:846, H:504
A:99199, W:227, H:437
A:311040, W:640, H:486
A:252816, W:916, H:276
A:82130, W:382, H:215
A:157248, W:624, H:252
A:166192, W:611, H:272
A:61512, W:66, H:932
A:346185, W:785, H:441
A:296296, W:481, H:616
A:233050, W:395, H:590
A:70955, W:115, H:617
A:404820, W:519, H:780
A:91913, W:107, H:859
A:5196, W:12, H:433
A:6419, W:917, H:7
A:112454, W:953, H:118
A:304298, W:653, H:466
A:7950, W:318, H:25
A:382284, W:738, H:518
A:51786, W:959, H:54
A:352800, W:480, H:735
A:352170, W:774, H:455
A:2790, W:6, H:465
A:69440, W:80, H:868
A:95888, W:461, H:208
A:207300, W:691, H:300
A:67773, W:779, H:87
A:33660, W:165, H:204
A:470987, W:911, H:517
A:344999, W:961, H:359
A:250025, W:685, H:365
A:355122, W:654, H:543
A:172200, W:700, H:246
A:71442, W:729, H:98
A:1486, W:743, H:2
A:667492, W:868, H:769
A:59850, W:225, H:266
A:1890, W:7, H:270
A:547080, W:564, H:970
A:53720, W:790, H:68
A:605155, W:635, H:953
A:86033, W:379, H:227
A:88504, W:598, H:148
A:352231, W:781, H:451
A:251496, W:998, H:252
A:415800, W:504, H:825
A:87314, W:298, H:293
A:482328, W:783, H:616
A:2054, W:26, H:79
A:496976, W:712, H:698
A:305588, W:482, H:634
A:83160, W:231, H:360
A:71390, W:121, H:590
A:349236, W:534, H:654
A:271362, W:994, H:273
A:83316, W:212, H:393
A:65802, W:66, H:997
A:49887, W:723, H:69
A:476748, W:492, H:969
A:5610, W:30, H:187
A:50566, W:193, H:262
A:192640, W:602, H:320
A:376652, W:764, H:493
A:286512, W:564, H:508
A:360635, W:869, H:415
A:142307, W:187, H:761
A:10140, W:12, H:845
A:546480, W:792, H:690
A:115881, W:321, H:361
A:783176, W:892, H:878
A:598125, W:825, H:725
A:16800, W:32, H:525
A:371300, W:940, H:395
A:355558, W:763, H:466
A:63568, W:116, H:548
A:435598, W:503, H:866
A:322520, W:440, H:733
A:580284, W:597, H:972
A:479570, W:595, H:806
A:586515, W:915, H:641
A:79118, W:358, H:221
A:389970, W:619, H:630
A:72471, W:357, H:203
A:17667, W:453, H:39
A:18925, W:25, H:757
A:136104, W:856, H:159
A:274750, W:785, H:350
A:252889, W:637, H:397
A:533286, W:559, H:954
A:144924, W:156, H:929
A:194400, W:400, H:486
A:924440, W:955, H:968
A:10325, W:35, H:295
A:170324, W:539, H:316
A:224910, W:270, H:833
A:638010, W:918, H:695
A:279357, W:741, H:377
A:128687, W:247, H:521
A:4860, W:45, H:108
A:186880, W:584, H:320
A:395000, W:625, H:632
A:70320, W:586, H:120
A:449400, W:642, H:700
A:326592, W:336, H:972
A:324336, W:348, H:932
A:4263, W:29, H:147
A:151632, W:702, H:216
A:169554, W:367, H:462
A:42444, W:162, H:262
A:454940, W:860, H:529
A:189720, W:310, H:612
A:805324, W:884, H:911
A:61172, W:82, H:746
A:202245, W:695, H:291
A:86784, W:339, H:256
A:302549, W:481, H:629
A:28032, W:96, H:292
A:64500, W:250, H:258
A:20829, W:131, H:159
A:279792, W:603, H:464
A:65600, W:82, H:800
A:56322, W:126, H:447
A:191000, W:191, H:1000
A:373583, W:581, H:643
A:409248, W:588, H:696
A:193612, W:998, H:194
A:177480, W:435, H:408
A:16694, W:982, H:17
A:166050, W:405, H:410
A:282852, W:291, H:972
A:6399, W:9, H:711
A:142374, W:366, H:389
A:18408, W:767, H:24
A:233261, W:329, H:709
A:236626, W:958, H:247
A:91509, W:141, H:649
A:93210, W:195, H:478
A:192832, W:736, H:262
A:165440, W:235, H:704
A:129352, W:437, H:296
A:22422, W:202, H:111
A:364800, W:475, H:768
A:15958, W:101, H:158
A:183300, W:611, H:300
A:11648, W:13, H:896
A:230300, W:980, H:235
A:76309, W:557, H:137
A:110433, W:393, H:281
A:350808, W:622, H:564
A:9824, W:614, H:16
A:23668, W:97, H:244
A:156240, W:279, H:560
A:311622, W:933, H:334
A:77616, W:154, H:504
A:230351, W:473, H:487
A:164505, W:165, H:997
A:73944, W:316, H:234
A:230750, W:355, H:650
A:3255, W:35, H:93
A:177747, W:331, H:537
A:157108, W:868, H:181
A:6681, W:17, H:393
A:225264, W:456, H:494
A:7857, W:873, H:9
A:144499, W:229, H:631
A:294814, W:442, H:667
A:87174, W:261, H:334
A:28680, W:40, H:717
A:51456, W:201, H:256
A:39120, W:60, H:652
A:481068, W:747, H:644
A:128631, W:159, H:809
A:13978, W:58, H:241
A:4140, W:12, H:345
A:570836, W:703, H:812
A:117808, W:398, H:296
A:808656, W:816, H:991
A:110055, W:667, H:165
A:191404, W:218, H:878
A:433580, W:815, H:532
A:27588, W:44, H:627
A:163440, W:227, H:720
A:509490, W:666, H:765
A:670320, W:912, H:735
A:70635, W:255, H:277
A:337125, W:375, H:899
A:502095, W:935, H:537
A:5250, W:42, H:125
A:475792, W:908, H:524
A:319800, W:600, H:533
A:362195, W:535, H:677
A:38243, W:229, H:167
A:145367, W:289, H:503
A:36480, W:40, H:912
A:80475, W:555, H:145
A:56980, W:154, H:370
A:818125, W:875, H:935
A:371695, W:395, H:941
A:162271, W:263, H:617
A:1274, W:7, H:182
A:193581, W:471, H:411
A:52380, W:97, H:540
A:316302, W:886, H:357
A:33544, W:599, H:56
A:531379, W:769, H:691
A:677790, W:886, H:765
A:114932, W:236, H:487
A:935, W:935, H:1
A:58765, W:73, H:805
A:16484, W:26, H:634
A:129056, W:218, H:592
A:154280, W:290, H:532
A:545339, W:881, H:619
A:199172, W:986, H:202
A:7210, W:206, H:35
A:128104, W:134, H:956
A:246379, W:577, H:427
A:25968, W:541, H:48
A:66240, W:184, H:360
A:215, W:5, H:43
A:336770, W:595, H:566
A:85359, W:111, H:769
A:197292, W:246, H:802
A:8720, W:20, H:436
A:307142, W:607, H:506
A:226050, W:825, H:274
A:459888, W:624, H:737
A:391822, W:479, H:818
A:320912, W:647, H:496
A:89280, W:279, H:320
A:134541, W:453, H:297
A:145748, W:332, H:439
A:226572, W:956, H:237
A:299040, W:560, H:534
A:647402, W:917, H:706
A:208408, W:436, H:478
A:193288, W:296, H:653
A:613334, W:898, H:683
A:407000, W:740, H:550
A:895045, W:989, H:905
A:297000, W:450, H:660
A:630080, W:716, H:880
A:592110, W:765, H:774
A:49878, W:978, H:51
A:474444, W:573, H:828
A:86028, W:402, H:214
A:915273, W:933, H:981
A:401079, W:497, H:807
A:425826, W:577, H:738
A:774604, W:788, H:983
A:75364, W:908, H:83
A:569184, W:924, H:616
A:61776, W:297, H:208
A:82584, W:111, H:744
A:456936, W:632, H:723
A:766479, W:969, H:791
A:576684, W:747, H:772
A:107210, W:755, H:142
A:157437, W:833, H:189
A:53280, W:666, H:80
A:530320, W:947, H:560
A:595455, W:795, H:749
A:202014, W:774, H:261
A:488070, W:990, H:493
A:437760, W:760, H:576
A:42480, W:472, H:90
A:378594, W:486, H:779
A:658398, W:734, H:897
A:199368, W:213, H:936
A:85330, W:230, H:371
A:386808, W:568, H:681
A:5472, W:16, H:342
A:421350, W:530, H:795
A:499182, W:542, H:921
A:37728, W:524, H:72
A:5904, W:656, H:9
A:158692, W:409, H:388
A:809058, W:906, H:893
A:99813, W:679, H:147
A:623520, W:866, H:720
A:77937, W:249, H:313
A:771672, W:869, H:888
A:138262, W:947, H:146
A:26299, W:289, H:91
A:242802, W:246, H:987
A:287184, W:744, H:386
A:397712, W:469, H:848
A:466224, W:883, H:528
A:79056, W:183, H:432
A:258300, W:525, H:492
A:250294, W:734, H:341
A:225000, W:450, H:500
A:222102, W:486, H:457
A:672, W:32, H:21
A:8604, W:18, H:478
A:422301, W:573, H:737
A:605264, W:836, H:724
A:183105, W:313, H:585
A:377960, W:859, H:440
A:928767, W:941, H:987
A:686868, W:714, H:962
A:219220, W:452, H:485
A:107040, W:223, H:480
A:266115, W:785, H:339
A:814818, W:977, H:834
A:36869, W:161, H:229
A:917188, W:934, H:982
A:453080, W:482, H:940
A:34751, W:59, H:589
A:111230, W:245, H:454
A:297297, W:429, H:693
A:12288, W:256, H:48
A:286272, W:504, H:568
A:546056, W:686, H:796
A:356102, W:526, H:677
A:641452, W:739, H:868
A:583308, W:594, H:982
A:127135, W:235, H:541
A:96348, W:222, H:434
A:444542, W:562, H:791
A:36046, W:538, H:67
A:340808, W:754, H:452
A:29754, W:261, H:114
A:25272, W:648, H:39
A:16512, W:128, H:129
A:36577, W:463, H:79
A:54450, W:825, H:66
A:714792, W:754, H:948
A:82082, W:286, H:287
A:155848, W:644, H:242
A:109384, W:452, H:242
A:97966, W:122, H:803
A:43878, W:142, H:309
A:222606, W:747, H:298
A:226708, W:361, H:628
A:453163, W:983, H:461
A:434112, W:608, H:714
A:74908, W:614, H:122
A:343035, W:891, H:385
A:1996, W:2, H:998
A:271542, W:813, H:334
A:224720, W:848, H:265
A:385000, W:550, H:700
A:14874, W:67, H:222
A:62640, W:870, H:72
A:132436, W:226, H:586
A:110916, W:948, H:117
A:655046, W:994, H:659
A:328662, W:342, H:961
A:646650, W:958, H:675
A:115430, W:970, H:119
A:335780, W:815, H:412
A:29900, W:52, H:575
A:47641, W:671, H:71
A:115800, W:200, H:579
A:30480, W:762, H:40
A:156822, W:354, H:443
A:196988, W:407, H:484
A:116820, W:220, H:531
A:667359, W:891, H:749
A:36032, W:64, H:563
A:158576, W:176, H:901
A:266409, W:759, H:351
A:529624, W:956, H:554
A:183200, W:458, H:400
A:638452, W:916, H:697
A:467892, W:951, H:492
A:670876, W:914, H:734
A:368253, W:621, H:593
A:174312, W:324, H:538
A:467928, W:603, H:776
A:577600, W:608, H:950
A:49049, W:343, H:143
A:390467, W:461, H:847
A:160557, W:491, H:327
A:49302, W:83, H:594
A:8736, W:28, H:312
A:369468, W:622, H:594
A:259141, W:437, H:593
A:199584, W:231, H:864
A:346140, W:641, H:540
A:66825, W:675, H:99
A:446777, W:641, H:697
A:484544, W:904, H:536
A:27378, W:117, H:234
A:336162, W:358, H:939
A:107696, W:254, H:424
A:87318, W:378, H:231
A:88060, W:259, H:340
A:91770, W:105, H:874
A:416784, W:914, H:456
A:390642, W:426, H:917
A:107134, W:274, H:391
A:368634, W:469, H:786
A:109494, W:198, H:553
A:266682, W:507, H:526
A:30800, W:700, H:44
A:269306, W:373, H:722
A:215800, W:415, H:520
A:360552, W:498, H:724
A:122291, W:299, H:409
A:186684, W:331, H:564
A:25725, W:735, H:35
A:602872, W:842, H:716
A:861135, W:935, H:921
A:22410, W:747, H:30
A:100300, W:850, H:118
A:100893, W:169, H:597
A:64856, W:737, H:88
A:114263, W:163, H:701
A:454530, W:834, H:545
A:123708, W:169, H:732
A:186480, W:259, H:720
A:20610, W:458, H:45
A:254205, W:315, H:807
A:39550, W:175, H:226
A:465572, W:974, H:478
A:196716, W:582, H:338
A:214671, W:439, H:489
A:442628, W:463, H:956
A:62426, W:91, H:686
A:37129, W:107, H:347
A:136275, W:395, H:345
A:13542, W:183, H:74
A:529390, W:634, H:835
A:236302, W:467, H:506
A:15360, W:32, H:480
A:207167, W:223, H:929
A:397072, W:598, H:664
A:339184, W:688, H:493
A:561048, W:723, H:776
A:27600, W:40, H:690
A:477102, W:607, H:786
A:107456, W:292, H:368
A:309276, W:726, H:426
A:6272, W:98, H:64
A:5797, W:31, H:187
A:123824, W:218, H:568
A:471397, W:613, H:769
A:276420, W:340, H:813
A:82344, W:141, H:584
A:212850, W:450, H:473
A:83325, W:825, H:101
A:85680, W:680, H:126
A:67396, W:581, H:116
A:356994, W:601, H:594
A:649520, W:920, H:706
A:77748, W:124, H:627
A:87330, W:246, H:355
A:167508, W:423, H:396
A:425493, W:459, H:927
A:105952, W:602, H:176
A:401104, W:946, H:424
A:203050, W:655, H:310
A:267641, W:839, H:319
A:104176, W:136, H:766
A:354270, W:482, H:735
A:141432, W:498, H:284
A:409050, W:909, H:450
A:138242, W:169, H:818
A:801724, W:959, H:836
A:36036, W:44, H:819
A:540967, W:763, H:709
A:346191, W:691, H:501
A:160244, W:826, H:194
A:9348, W:246, H:38
A:391760, W:472, H:830
A:628605, W:687, H:915
A:126750, W:150, H:845
A:182376, W:306, H:596
A:21603, W:379, H:57
A:339216, W:764, H:444
A:695040, W:768, H:905
A:609840, W:770, H:792
A:9400, W:20, H:470
A:48856, W:788, H:62
A:441168, W:606, H:728
A:196768, W:946, H:208
A:17721, W:537, H:33
A:357901, W:629, H:569
A:307395, W:405, H:759
A:294975, W:345, H:855
A:499392, W:867, H:576
A:123257, W:529, H:233
A:198250, W:305, H:650
A:270028, W:836, H:323
A:278415, W:807, H:345
A:68376, W:111, H:616
A:298372, W:769, H:388
A:369096, W:507, H:728
A:745630, W:862, H:865
A:15216, W:24, H:634
A:160704, W:744, H:216
A:510, W:10, H:51
A:552230, W:805, H:686
A:58053, W:523, H:111
A:77087, W:157, H:491
A:172143, W:617, H:279
A:698358, W:717, H:974
A:187332, W:233, H:804
A:176412, W:964, H:183
A:250236, W:756, H:331
A:89364, W:132, H:677
A:50986, W:689, H:74
A:139035, W:299, H:465
A:110700, W:492, H:225
A:212382, W:874, H:243
A:380926, W:598, H:637
A:83592, W:486, H:172
A:356708, W:484, H:737
A:699132, W:861, H:812
A:175032, W:884, H:198
A:168636, W:611, H:276
A:449329, W:733, H:613
A:104580, W:830, H:126
A:74700, W:830, H:90
A:2356, W:31, H:76
A:199302, W:354, H:563
A:52870, W:170, H:311
A:492328, W:779, H:632
A:240199, W:599, H:401
A:3286, W:53, H:62
A:1016, W:2, H:508
A:367212, W:852, H:431
A:77996, W:527, H:148
A:177480, W:232, H:765
A:375777, W:971, H:387
A:109392, W:688, H:159
A:283860, W:415, H:684
A:591698, W:677, H:874
A:144716, W:286, H:506
A:5635, W:49, H:115
A:55545, W:529, H:105
A:64820, W:463, H:140
A:285525, W:705, H:405
A:255884, W:284, H:901
A:182410, W:493, H:370
A:154086, W:366, H:421
A:274032, W:692, H:396
A:314860, W:364, H:865
A:150501, W:221, H:681
A:39131, W:359, H:109
A:197087, W:437, H:451
A:309272, W:536, H:577
A:27825, W:105, H:265
A:51042, W:282, H:181
A:584100, W:900, H:649
A:205440, W:240, H:856
A:297228, W:372, H:799
A:312170, W:530, H:589
A:90280, W:488, H:185
A:261300, W:268, H:975
A:208984, W:692, H:302
A:78232, W:616, H:127
A:1548, W:129, H:12
A:90066, W:102, H:883
A:145078, W:502, H:289
A:3888, W:48, H:81
A:314768, W:764, H:412
A:179215, W:491, H:365
A:10400, W:32, H:325
A:24381, W:387, H:63
A:316020, W:458, H:690
A:290688, W:757, H:384
A:68376, W:518, H:132
A:131706, W:243, H:542
A:292656, W:312, H:938
A:20804, W:28, H:743
A:149864, W:262, H:572
A:122478, W:298, H:411
A:134850, W:465, H:290
A:276640, W:728, H:380
A:390015, W:963, H:405
A:135320, W:796, H:170
A:708098, W:727, H:974
A:210370, W:545, H:386
A:76946, W:974, H:79
A:258312, W:376, H:687
A:11634, W:14, H:831
A:169248, W:344, H:492
A:347680, W:656, H:530
A:347931, W:603, H:577
A:298903, W:937, H:319
A:221884, W:251, H:884
A:90475, W:385, H:235
A:143405, W:989, H:145
A:85485, W:123, H:695
A:485716, W:836, H:581
A:5352, W:12, H:446
A:439992, W:873, H:504
A:31824, W:72, H:442
A:40235, W:619, H:65
A:10887, W:57, H:191
A:303030, W:481, H:630
A:516503, W:593, H:871
A:233548, W:439, H:532
A:86982, W:218, H:399
A:256308, W:689, H:372
A:264214, W:323, H:818
A:107535, W:321, H:335
A:36966, W:366, H:101
A:14781, W:39, H:379
A:95832, W:264, H:363
A:406780, W:946, H:430
A:389610, W:481, H:810
A:155172, W:402, H:386
A:21870, W:45, H:486
A:305326, W:791, H:386
A:57912, W:762, H:76
A:419604, W:479, H:876
A:933990, W:955, H:978
A:300468, W:876, H:343
A:217308, W:364, H:597
A:284867, W:893, H:319
A:763164, W:774, H:986
A:165561, W:319, H:519
A:76621, W:397, H:193
A:56316, W:114, H:494
A:12359, W:17, H:727
A:145728, W:736, H:198
A:144750, W:250, H:579
A:62100, W:276, H:225
A:47956, W:631, H:76
A:172672, W:608, H:284
A:253552, W:689, H:368
A:257880, W:921, H:280
A:762352, W:899, H:848
A:310026, W:951, H:326
A:289562, W:301, H:962
A:56301, W:383, H:147
A:703950, W:722, H:975
A:684255, W:715, H:957
A:217242, W:486, H:447
A:564262, W:958, H:589
A:281124, W:548, H:513
A:105240, W:120, H:877
A:18720, W:390, H:48
A:565948, W:937, H:604
A:46956, W:86, H:546
A:17733, W:771, H:23
A:273650, W:325, H:842
